DateTime,SpacesOccupied,PercentOccupied,
3/27/17 6:15,254,25.94484168,Staff
3/27/17 6:30,255,26.04698672,Staff
3/27/17 6:45,257,26.25127681,Staff
3/27/17 7:00,258,26.35342186,Staff
3/27/17 7:15,257,26.25127681,Staff
3/27/17 7:30,257,26.25127681,Staff
3/27/17 7:45,259,26.45556691,Staff
3/27/17 8:00,259,26.45556691,Staff
3/27/17 8:15,104,10.62308478,Staff
3/27/17 8:30,105,10.72522983,Staff
3/27/17 8:45,105,10.72522983,Staff
3/27/17 9:00,105,10.72522983,Staff
3/27/17 9:15,106,10.82737487,Staff
3/27/17 9:30,109,11.13381001,Staff
3/27/17 9:45,117,11.95097038,Staff
3/27/17 10:00,126,12.87027579,Staff
3/27/17 10:15,135,13.78958121,Staff
3/27/17 10:30,151,15.42390194,Staff
3/27/17 10:45,171,17.46680286,Staff
3/27/17 11:00,202,20.63329928,Staff
3/27/17 11:15,231,23.59550562,Staff
3/27/17 11:30,277,28.29417773,Staff
3/27/17 11:45,317,32.37997957,Staff
3/27/17 12:00,384,39.22369765,Staff
3/27/17 12:15,451,46.06741573,Staff
3/27/17 12:30,520,53.1154239,Staff
3/27/17 12:45,584,59.65270684,Staff
3/27/17 13:00,661,67.51787538,Staff
3/27/17 13:15,743,75.89376915,Staff
3/27/17 13:30,819,83.65679265,Staff
3/27/17 13:45,864,88.25331971,Staff
3/27/17 14:00,892,91.113381,Staff
3/27/17 14:15,909,92.84984678,Staff
3/27/17 14:30,917,93.66700715,Staff
3/27/17 14:45,937,95.70990807,Staff
3/27/17 15:00,946,96.62921348,Staff
3/27/17 15:15,946,96.62921348,Staff
3/27/17 15:30,945,96.52706844,Staff
3/27/17 15:45,945,96.52706844,Staff
3/27/17 16:00,940,96.01634321,Staff
3/27/17 16:15,939,95.91419816,Staff
3/27/17 16:30,938,95.81205312,Staff
3/27/17 16:45,936,95.60776302,Staff
3/27/17 17:00,932,95.19918284,Staff
3/27/17 17:15,932,95.19918284,Staff
3/27/17 17:30,932,95.19918284,Staff
3/27/17 17:45,938,95.81205312,Staff
3/27/17 18:00,939,95.91419816,Staff
3/27/17 18:15,931,95.09703779,Staff
3/27/17 18:30,931,95.09703779,Staff
3/27/17 18:45,925,94.48416752,Staff
3/27/17 19:00,915,93.46271706,Staff
3/27/17 19:15,901,92.03268641,Staff
3/27/17 19:30,888,90.70480082,Staff
3/27/17 19:45,866,88.45760981,Staff
3/27/17 20:00,845,86.31256384,Staff
3/27/17 20:15,791,80.79673136,Staff
3/27/17 20:30,746,76.20020429,Staff
3/27/17 20:45,694,70.8886619,Staff
3/27/17 21:00,645,65.88355465,Staff
3/27/17 21:15,570,58.2226762,Staff
3/27/17 21:30,499,50.97037794,Staff
3/27/17 21:45,427,43.61593463,Staff
3/27/17 22:00,367,37.48723187,Staff
3/27/17 22:15,318,32.48212462,Staff
3/27/17 22:30,278,28.39632278,Staff
3/27/17 22:45,247,25.22982635,Staff
3/27/17 23:00,224,22.8804903,Staff
3/27/17 23:15,206,21.04187947,Staff
3/27/17 23:30,192,19.61184883,Staff
3/27/17 23:45,179,18.28396323,Staff
3/28/17 0:00,175,17.87538304,Staff
3/28/17 0:15,169,17.26251277,Staff
3/28/17 0:30,164,16.75178754,Staff
3/28/17 0:45,164,16.75178754,Staff
3/28/17 1:00,162,16.54749745,Staff
3/28/17 1:15,160,16.34320735,Staff
3/28/17 1:30,160,16.34320735,Staff
3/28/17 1:45,160,16.34320735,Staff
3/28/17 2:00,159,16.24106231,Staff
3/28/17 2:15,157,16.03677222,Staff
3/28/17 2:30,156,15.93462717,Staff
3/28/17 2:45,156,15.93462717,Staff
3/28/17 3:00,156,15.93462717,Staff
3/28/17 3:15,154,15.73033708,Staff
3/28/17 3:30,151,15.42390194,Staff
3/28/17 3:45,151,15.42390194,Staff
3/28/17 4:00,151,15.42390194,Staff
3/28/17 4:15,150,15.32175689,Staff
3/28/17 4:30,148,15.1174668,Staff
3/28/17 4:45,148,15.1174668,Staff
3/28/17 5:00,148,15.1174668,Staff
3/28/17 5:15,149,15.21961185,Staff
3/28/17 5:30,148,15.1174668,Staff
3/28/17 5:45,148,15.1174668,Staff
3/28/17 6:00,148,15.1174668,Staff
3/28/17 6:15,148,15.1174668,Staff
3/28/17 6:30,148,15.1174668,Staff
3/28/17 6:45,148,15.1174668,Staff
3/28/17 7:00,148,15.1174668,Staff
3/28/17 7:15,150,15.32175689,Staff
3/28/17 7:30,153,15.62819203,Staff
3/28/17 7:45,155,15.83248212,Staff
3/28/17 8:00,156,15.93462717,Staff
3/28/17 8:15,156,15.93462717,Staff
3/28/17 8:30,92,9.397344229,Staff
3/28/17 8:45,92,9.397344229,Staff
3/28/17 9:00,92,9.397344229,Staff
3/28/17 9:15,95,9.703779367,Staff
3/28/17 9:30,97,9.908069459,Staff
3/28/17 9:45,103,10.52093973,Staff
3/28/17 10:00,114,11.64453524,Staff
3/28/17 10:15,120,12.25740552,Staff
3/28/17 10:30,134,13.68743616,Staff
3/28/17 10:45,149,15.21961185,Staff
3/28/17 11:00,187,19.1011236,Staff
3/28/17 11:15,209,21.34831461,Staff
3/28/17 11:30,251,25.63840654,Staff
3/28/17 11:45,310,31.66496425,Staff
3/28/17 12:00,389,39.73442288,Staff
3/28/17 12:15,475,48.51889683,Staff
3/28/17 12:30,564,57.60980592,Staff
3/28/17 12:45,668,68.2328907,Staff
3/28/17 13:00,764,78.03881512,Staff
3/28/17 13:15,850,86.82328907,Staff
3/28/17 13:30,914,93.36057201,Staff
3/28/17 13:45,932,95.19918284,Staff
3/28/17 14:00,965,98.56996936,Staff
3/28/17 14:15,973,99.38712972,Staff
3/28/17 14:30,946,96.62921348,Staff
3/28/17 14:45,952,97.24208376,Staff
3/28/17 15:00,956,97.65066394,Staff
3/28/17 15:15,957,97.75280899,Staff
3/28/17 15:30,955,97.5485189,Staff
3/28/17 15:45,954,97.44637385,Staff
3/28/17 16:00,957,97.75280899,Staff
3/28/17 16:15,959,97.95709908,Staff
3/28/17 16:30,959,97.95709908,Staff
3/28/17 16:45,953,97.3442288,Staff
3/28/17 17:00,951,97.13993871,Staff
3/28/17 17:15,949,96.93564862,Staff
3/28/17 17:30,952,97.24208376,Staff
3/28/17 17:45,952,97.24208376,Staff
3/28/17 18:00,955,97.5485189,Staff
3/28/17 18:15,953,97.3442288,Staff
3/28/17 18:30,950,97.03779367,Staff
3/28/17 18:45,937,95.70990807,Staff
3/28/17 19:00,927,94.68845761,Staff
3/28/17 19:15,913,93.25842697,Staff
3/28/17 19:30,891,91.01123596,Staff
3/28/17 19:45,856,87.43615935,Staff
3/28/17 20:00,838,85.59754852,Staff
3/28/17 20:15,776,79.26455567,Staff
3/28/17 20:30,735,75.07660878,Staff
3/28/17 20:45,686,70.07150153,Staff
3/28/17 21:00,626,63.94279877,Staff
3/28/17 21:15,550,56.17977528,Staff
3/28/17 21:30,497,50.76608784,Staff
3/28/17 21:45,430,43.92236977,Staff
3/28/17 22:00,361,36.87436159,Staff
3/28/17 22:15,299,30.54136874,Staff
3/28/17 22:30,250,25.53626149,Staff
3/28/17 22:45,214,21.85903984,Staff
3/28/17 23:00,195,19.91828396,Staff
3/28/17 23:15,175,17.87538304,Staff
3/28/17 23:30,163,16.64964249,Staff
3/28/17 23:45,151,15.42390194,Staff
3/29/17 0:00,140,14.30030644,Staff
3/29/17 0:15,132,13.48314607,Staff
3/29/17 0:30,126,12.87027579,Staff
3/29/17 0:45,118,12.05311542,Staff
3/29/17 1:00,115,11.74668029,Staff
3/29/17 1:15,115,11.74668029,Staff
3/29/17 1:30,109,11.13381001,Staff
3/29/17 1:45,108,11.03166496,Staff
3/29/17 2:00,106,10.82737487,Staff
3/29/17 2:15,103,10.52093973,Staff
3/29/17 2:30,99,10.11235955,Staff
3/29/17 2:45,99,10.11235955,Staff
3/29/17 3:00,99,10.11235955,Staff
3/29/17 3:15,102,10.41879469,Staff
3/29/17 3:30,100,10.2145046,Staff
3/29/17 3:45,99,10.11235955,Staff
3/29/17 4:00,97,9.908069459,Staff
3/29/17 4:15,97,9.908069459,Staff
3/29/17 4:30,97,9.908069459,Staff
3/29/17 4:45,97,9.908069459,Staff
3/29/17 5:00,97,9.908069459,Staff
3/29/17 5:15,101,10.31664964,Staff
3/29/17 5:30,104,10.62308478,Staff
3/29/17 5:45,104,10.62308478,Staff
3/29/17 6:00,104,10.62308478,Staff
3/29/17 6:15,104,10.62308478,Staff
3/29/17 6:30,104,10.62308478,Staff
3/29/17 6:45,104,10.62308478,Staff
3/29/17 7:00,104,10.62308478,Staff
3/29/17 7:15,104,10.62308478,Staff
3/29/17 7:30,104,10.62308478,Staff
3/29/17 7:45,104,10.62308478,Staff
3/29/17 8:00,104,10.62308478,Staff
3/29/17 8:15,104,10.62308478,Staff
3/29/17 8:30,105,10.72522983,Staff
3/29/17 8:45,105,10.72522983,Staff
3/29/17 9:00,106,10.82737487,Staff
3/29/17 9:15,108,11.03166496,Staff
3/29/17 9:30,113,11.54239019,Staff
3/29/17 9:45,115,11.74668029,Staff
3/29/17 10:00,120,12.25740552,Staff
3/29/17 10:15,127,12.97242084,Staff
3/29/17 10:30,140,14.30030644,Staff
3/29/17 10:45,159,16.24106231,Staff
3/29/17 11:00,187,19.1011236,Staff
3/29/17 11:15,210,21.45045965,Staff
3/29/17 11:30,251,25.63840654,Staff
3/29/17 11:45,311,31.7671093,Staff
3/29/17 12:00,398,40.65372829,Staff
3/29/17 12:15,483,49.3360572,Staff
3/29/17 12:30,567,57.91624106,Staff
3/29/17 12:45,647,66.08784474,Staff
3/29/17 13:00,742,75.79162411,Staff
3/29/17 13:15,810,82.73748723,Staff
3/29/17 13:30,855,87.3340143,Staff
3/29/17 13:45,886,90.50051073,Staff
3/29/17 14:00,895,91.41981614,Staff
3/29/17 14:15,907,92.64555669,Staff
3/29/17 14:30,908,92.74770174,Staff
3/29/17 14:45,877,89.58120531,Staff
3/29/17 15:00,880,89.88764045,Staff
3/29/17 15:15,889,90.80694586,Staff
3/29/17 15:30,888,90.70480082,Staff
3/29/17 15:45,891,91.01123596,Staff
3/29/17 16:00,890,90.90909091,Staff
3/29/17 16:15,889,90.80694586,Staff
3/29/17 16:30,884,90.29622063,Staff
3/29/17 16:45,888,90.70480082,Staff
3/29/17 17:00,883,90.19407559,Staff
3/29/17 17:15,873,89.17262513,Staff
3/29/17 17:30,880,89.88764045,Staff
3/29/17 17:45,883,90.19407559,Staff
3/29/17 18:00,884,90.29622063,Staff
3/29/17 18:15,880,89.88764045,Staff
3/29/17 18:30,882,90.09193054,Staff
3/29/17 18:45,867,88.55975485,Staff
3/29/17 19:00,853,87.12972421,Staff
3/29/17 19:15,836,85.39325843,Staff
3/29/17 19:30,813,83.04392237,Staff
3/29/17 19:45,782,79.87742594,Staff
3/29/17 20:00,763,77.93667007,Staff
3/29/17 20:15,692,70.68437181,Staff
3/29/17 20:30,630,64.35137896,Staff
3/29/17 20:45,581,59.34627171,Staff
3/29/17 21:00,528,53.93258427,Staff
3/29/17 21:15,475,48.51889683,Staff
3/29/17 21:30,414,42.28804903,Staff
3/29/17 21:45,331,33.81001021,Staff
3/29/17 22:00,289,29.51991828,Staff
3/29/17 22:15,241,24.61695608,Staff
3/29/17 22:30,194,19.81613892,Staff
3/29/17 22:45,174,17.773238,Staff
3/29/17 23:00,149,15.21961185,Staff
3/29/17 23:15,139,14.19816139,Staff
3/29/17 23:30,125,12.76813075,Staff
3/29/17 23:45,118,12.05311542,Staff
3/30/17 0:00,110,11.23595506,Staff
3/30/17 0:15,100,10.2145046,Staff
3/30/17 0:30,96,9.805924413,Staff
3/30/17 0:45,93,9.499489275,Staff
3/30/17 1:00,89,9.090909091,Staff
3/30/17 1:15,87,8.886618999,Staff
3/30/17 1:30,87,8.886618999,Staff
3/30/17 1:45,86,8.784473953,Staff
3/30/17 2:00,82,8.375893769,Staff
3/30/17 2:15,75,7.660878447,Staff
3/30/17 2:30,75,7.660878447,Staff
3/30/17 2:45,75,7.660878447,Staff
3/30/17 3:00,74,7.558733401,Staff
3/30/17 3:15,72,7.354443309,Staff
3/30/17 3:30,72,7.354443309,Staff
3/30/17 3:45,72,7.354443309,Staff
3/30/17 4:00,72,7.354443309,Staff
3/30/17 4:15,71,7.252298264,Staff
3/30/17 4:30,68,6.945863126,Staff
3/30/17 4:45,68,6.945863126,Staff
3/30/17 5:00,66,6.741573034,Staff
3/30/17 5:15,66,6.741573034,Staff
3/30/17 5:30,66,6.741573034,Staff
3/30/17 5:45,66,6.741573034,Staff
3/30/17 6:00,66,6.741573034,Staff
3/30/17 6:15,66,6.741573034,Staff
3/30/17 6:30,66,6.741573034,Staff
3/30/17 6:45,66,6.741573034,Staff
3/30/17 7:00,66,6.741573034,Staff
3/30/17 7:15,66,6.741573034,Staff
3/30/17 7:30,102,10.41879469,Staff
3/30/17 7:45,102,10.41879469,Staff
3/30/17 8:00,102,10.41879469,Staff
3/30/17 8:15,102,10.41879469,Staff
3/30/17 8:30,102,10.41879469,Staff
3/30/17 8:45,102,10.41879469,Staff
3/30/17 9:00,102,10.41879469,Staff
3/30/17 9:15,104,10.62308478,Staff
3/30/17 9:30,108,11.03166496,Staff
3/30/17 9:45,109,11.13381001,Staff
3/30/17 10:00,117,11.95097038,Staff
3/30/17 10:15,126,12.87027579,Staff
3/30/17 10:30,140,14.30030644,Staff
3/30/17 10:45,157,16.03677222,Staff
3/30/17 11:00,180,18.38610827,Staff
3/30/17 11:15,193,19.71399387,Staff
3/30/17 11:30,234,23.90194076,Staff
3/30/17 11:45,278,28.39632278,Staff
3/30/17 12:00,350,35.75076609,Staff
3/30/17 12:15,420,42.90091931,Staff
3/30/17 12:30,491,50.15321757,Staff
3/30/17 12:45,579,59.14198161,Staff
3/30/17 13:00,663,67.72216547,Staff
3/30/17 13:15,750,76.60878447,Staff
3/30/17 13:30,808,82.53319714,Staff
3/30/17 13:45,849,86.72114402,Staff
3/30/17 14:00,867,88.55975485,Staff
3/30/17 14:15,881,89.9897855,Staff
3/30/17 14:30,878,89.68335036,Staff
3/30/17 14:45,887,90.60265577,Staff
3/30/17 15:00,892,91.113381,Staff
3/30/17 15:15,893,91.21552605,Staff
3/30/17 15:30,888,90.70480082,Staff
3/30/17 15:45,888,90.70480082,Staff
3/30/17 16:00,887,90.60265577,Staff
3/30/17 16:15,885,90.39836568,Staff
3/30/17 16:30,880,89.88764045,Staff
3/30/17 16:45,876,89.47906027,Staff
3/30/17 17:00,881,89.9897855,Staff
3/30/17 17:15,876,89.47906027,Staff
3/30/17 17:30,877,89.58120531,Staff
3/30/17 17:45,882,90.09193054,Staff
3/30/17 18:00,877,89.58120531,Staff
3/30/17 18:15,875,89.37691522,Staff
3/30/17 18:30,864,88.25331971,Staff
3/30/17 18:45,849,86.72114402,Staff
3/30/17 19:00,834,85.18896834,Staff
3/30/17 19:15,808,82.53319714,Staff
3/30/17 19:30,786,80.28600613,Staff
3/30/17 19:45,764,78.03881512,Staff
3/30/17 20:00,736,75.17875383,Staff
3/30/17 20:15,704,71.91011236,Staff
3/30/17 20:30,665,67.92645557,Staff
3/30/17 20:45,621,63.43207354,Staff
3/30/17 21:00,574,58.63125638,Staff
3/30/17 21:15,504,51.48110317,Staff
3/30/17 21:30,436,44.53524004,Staff
3/30/17 21:45,362,36.97650664,Staff
3/30/17 22:00,320,32.68641471,Staff
3/30/17 22:15,276,28.19203269,Staff
3/30/17 22:30,250,25.53626149,Staff
3/30/17 22:45,230,23.49336057,Staff
3/30/17 23:00,211,21.5526047,Staff
3/30/17 23:15,196,20.02042901,Staff
3/30/17 23:30,174,17.773238,Staff
3/30/17 23:45,155,15.83248212,Staff
3/31/17 0:00,145,14.81103166,Staff
3/31/17 0:15,136,13.89172625,Staff
3/31/17 0:30,133,13.58529111,Staff
3/31/17 0:45,130,13.27885598,Staff
3/31/17 1:00,128,13.07456588,Staff
3/31/17 1:15,127,12.97242084,Staff
3/31/17 1:30,125,12.76813075,Staff
3/31/17 1:45,125,12.76813075,Staff
3/31/17 2:00,125,12.76813075,Staff
3/31/17 2:15,120,12.25740552,Staff
3/31/17 2:30,120,12.25740552,Staff
3/31/17 2:45,117,11.95097038,Staff
3/31/17 3:00,118,12.05311542,Staff
3/31/17 3:15,117,11.95097038,Staff
3/31/17 3:30,116,11.84882533,Staff
3/31/17 3:45,116,11.84882533,Staff
3/31/17 4:00,116,11.84882533,Staff
3/31/17 4:15,116,11.84882533,Staff
3/31/17 4:30,116,11.84882533,Staff
3/31/17 4:45,116,11.84882533,Staff
3/31/17 5:00,115,11.74668029,Staff
3/31/17 5:15,114,11.64453524,Staff
3/31/17 5:30,114,11.64453524,Staff
3/31/17 5:45,112,11.44024515,Staff
3/31/17 6:00,112,11.44024515,Staff
3/31/17 6:15,87,0,Staff
3/31/17 6:30,112,11.44024515,Staff
3/31/17 6:45,112,11.44024515,Staff
3/31/17 7:00,112,11.44024515,Staff
3/31/17 7:15,112,11.44024515,Staff
3/31/17 7:30,112,11.44024515,Staff
3/31/17 7:45,112,11.44024515,Staff
3/31/17 8:00,112,11.44024515,Staff
3/31/17 8:15,116,11.84882533,Staff
3/31/17 8:30,116,11.84882533,Staff
3/31/17 8:45,116,11.84882533,Staff
3/31/17 9:00,117,11.95097038,Staff
3/31/17 9:15,117,11.95097038,Staff
3/31/17 9:30,119,12.15526047,Staff
3/31/17 9:45,121,12.35955056,Staff
3/31/17 10:00,126,12.87027579,Staff
3/31/17 10:15,135,13.78958121,Staff
3/31/17 10:30,143,14.60674157,Staff
3/31/17 10:45,160,16.34320735,Staff
3/31/17 11:00,174,17.773238,Staff
3/31/17 11:15,193,19.71399387,Staff
3/31/17 11:30,232,23.69765066,Staff
3/31/17 11:45,273,27.88559755,Staff
3/31/17 12:00,315,32.17568948,Staff
3/31/17 12:15,361,36.87436159,Staff
3/31/17 12:30,406,41.47088866,Staff
3/31/17 12:45,454,46.37385087,Staff
3/31/17 13:00,506,51.68539326,Staff
3/31/17 13:15,541,55.26046987,Staff
3/31/17 13:30,561,57.30337079,Staff
3/31/17 13:45,584,59.65270684,Staff
3/31/17 14:00,598,61.08273749,Staff
3/31/17 14:15,601,61.38917263,Staff
3/31/17 14:30,609,62.20633299,Staff
3/31/17 14:45,613,62.61491318,Staff
3/31/17 15:00,615,62.81920327,Staff
3/31/17 15:15,616,62.92134831,Staff
3/31/17 15:30,617,63.02349336,Staff
3/31/17 15:45,619,63.22778345,Staff
3/31/17 16:00,619,63.22778345,Staff
3/31/17 16:15,614,62.71705822,Staff
3/31/17 16:30,607,62.0020429,Staff
3/31/17 16:45,609,62.20633299,Staff
3/31/17 17:00,605,61.79775281,Staff
3/31/17 17:15,604,61.69560776,Staff
3/31/17 17:30,600,61.28702758,Staff
3/31/17 17:45,592,60.46986721,Staff
3/31/17 18:00,586,59.85699694,Staff
3/31/17 18:15,587,59.95914198,Staff
3/31/17 18:30,580,59.24412666,Staff
3/31/17 18:45,570,58.2226762,Staff
3/31/17 19:00,568,58.01838611,Staff
3/31/17 19:15,543,55.46475996,Staff
3/31/17 19:30,513,52.40040858,Staff
3/31/17 19:45,493,50.35750766,Staff
3/31/17 20:00,457,46.68028601,Staff
3/31/17 20:15,412,42.08375894,Staff
3/31/17 20:30,381,38.91726251,Staff
3/31/17 20:45,349,35.64862104,Staff
3/31/17 21:00,308,31.46067416,Staff
3/31/17 21:15,278,28.39632278,Staff
3/31/17 21:30,242,24.71910112,Staff
3/31/17 21:45,211,21.5526047,Staff
3/31/17 22:00,184,18.79468846,Staff
3/31/17 22:15,172,17.56894791,Staff
3/31/17 22:30,153,15.62819203,Staff
3/31/17 22:45,144,14.70888662,Staff
3/31/17 23:00,142,14.50459653,Staff
3/31/17 23:15,137,13.9938713,Staff
3/31/17 23:30,135,13.78958121,Staff
3/31/17 23:45,131,13.38100102,Staff
4/1/17 0:00,130,13.27885598,Staff
4/1/17 0:15,130,13.27885598,Staff
4/1/17 0:30,132,13.48314607,Staff
4/1/17 0:45,128,13.07456588,Staff
4/1/17 1:00,119,12.15526047,Staff
4/1/17 1:15,119,12.15526047,Staff
4/1/17 1:30,119,12.15526047,Staff
4/1/17 1:45,117,11.95097038,Staff
4/1/17 2:00,119,12.15526047,Staff
4/1/17 2:15,112,11.44024515,Staff
4/1/17 2:30,108,11.03166496,Staff
4/1/17 2:45,107,10.92951992,Staff
4/1/17 3:00,104,10.62308478,Staff
4/1/17 3:15,99,10.11235955,Staff
4/1/17 3:30,96,9.805924413,Staff
4/1/17 3:45,96,9.805924413,Staff
4/1/17 4:00,95,9.703779367,Staff
4/1/17 4:15,95,9.703779367,Staff
4/1/17 4:30,94,9.601634321,Staff
4/1/17 4:45,94,9.601634321,Staff
4/1/17 5:00,93,9.499489275,Staff
4/1/17 5:15,93,9.499489275,Staff
4/1/17 5:30,92,9.397344229,Staff
4/1/17 5:45,93,9.499489275,Staff
4/1/17 6:00,91,9.295199183,Staff
4/1/17 6:15,92,9.397344229,Staff
4/1/17 6:30,93,9.499489275,Staff
4/1/17 6:45,91,9.295199183,Staff
4/1/17 7:00,91,9.295199183,Staff
4/1/17 7:15,89,9.090909091,Staff
4/1/17 7:30,89,9.090909091,Staff
4/1/17 7:45,89,9.090909091,Staff
4/1/17 8:00,89,9.090909091,Staff
4/1/17 8:15,89,9.090909091,Staff
4/1/17 8:30,89,9.090909091,Staff
4/1/17 8:45,89,9.090909091,Staff
4/1/17 9:00,89,9.090909091,Staff
4/1/17 9:15,89,9.090909091,Staff
4/1/17 9:30,89,9.090909091,Staff
4/1/17 9:45,89,9.090909091,Staff
4/1/17 10:00,89,9.090909091,Staff
4/1/17 10:15,90,9.193054137,Staff
4/1/17 10:30,91,9.295199183,Staff
4/1/17 10:45,92,9.397344229,Staff
4/1/17 11:00,90,9.193054137,Staff
4/1/17 11:15,91,9.295199183,Staff
4/1/17 11:30,95,9.703779367,Staff
4/1/17 11:45,95,9.703779367,Staff
4/1/17 12:00,103,10.52093973,Staff
4/1/17 12:15,104,10.62308478,Staff
4/1/17 12:30,104,10.62308478,Staff
4/1/17 12:45,100,10.2145046,Staff
4/1/17 13:00,101,10.31664964,Staff
4/1/17 13:15,101,10.31664964,Staff
4/1/17 13:30,101,10.31664964,Staff
4/1/17 13:45,103,10.52093973,Staff
4/1/17 14:00,102,10.41879469,Staff
4/1/17 14:15,102,10.41879469,Staff
4/1/17 14:30,102,10.41879469,Staff
4/1/17 14:45,102,10.41879469,Staff
4/1/17 15:00,102,10.41879469,Staff
4/1/17 15:15,102,10.41879469,Staff
4/1/17 15:30,101,10.31664964,Staff
4/1/17 15:45,102,10.41879469,Staff
4/1/17 16:00,102,10.41879469,Staff
4/1/17 16:15,109,11.13381001,Staff
4/1/17 16:30,112,11.44024515,Staff
4/1/17 16:45,112,11.44024515,Staff
4/1/17 17:00,112,11.44024515,Staff
4/1/17 17:15,112,11.44024515,Staff
4/1/17 17:30,112,11.44024515,Staff
4/1/17 17:45,112,11.44024515,Staff
4/1/17 18:00,112,11.44024515,Staff
4/1/17 18:15,106,10.82737487,Staff
4/1/17 18:30,103,10.52093973,Staff
4/1/17 18:45,104,10.62308478,Staff
4/1/17 19:00,104,10.62308478,Staff
4/1/17 19:15,104,10.62308478,Staff
4/1/17 19:30,103,10.52093973,Staff
4/1/17 19:45,101,10.31664964,Staff
4/1/17 20:00,99,10.11235955,Staff
4/1/17 20:15,98,10.0102145,Staff
4/1/17 20:30,99,10.11235955,Staff
4/1/17 20:45,99,10.11235955,Staff
4/1/17 21:00,99,10.11235955,Staff
4/1/17 21:15,99,10.11235955,Staff
4/1/17 21:30,99,10.11235955,Staff
4/1/17 21:45,99,10.11235955,Staff
4/1/17 22:00,99,10.11235955,Staff
4/1/17 22:15,99,10.11235955,Staff
4/1/17 22:30,99,10.11235955,Staff
4/1/17 22:45,100,10.2145046,Staff
4/1/17 23:00,100,10.2145046,Staff
4/1/17 23:15,100,10.2145046,Staff
4/1/17 23:30,99,10.11235955,Staff
4/1/17 23:45,98,10.0102145,Staff
4/2/17 0:00,97,9.908069459,Staff
4/2/17 0:15,97,9.908069459,Staff
4/2/17 0:30,97,9.908069459,Staff
4/2/17 0:45,97,9.908069459,Staff
4/2/17 1:00,97,9.908069459,Staff
4/2/17 1:15,97,9.908069459,Staff
4/2/17 1:30,97,9.908069459,Staff
4/2/17 1:45,97,9.908069459,Staff
4/2/17 2:00,97,9.908069459,Staff
4/2/17 2:15,97,9.908069459,Staff
4/2/17 2:30,97,9.908069459,Staff
4/2/17 2:45,97,9.908069459,Staff
4/2/17 3:00,97,9.908069459,Staff
4/2/17 3:15,98,10.0102145,Staff
4/2/17 3:30,96,9.805924413,Staff
4/2/17 3:45,96,9.805924413,Staff
4/2/17 4:00,96,9.805924413,Staff
4/2/17 4:15,96,9.805924413,Staff
4/2/17 4:30,96,9.805924413,Staff
4/2/17 4:45,96,9.805924413,Staff
4/2/17 5:00,96,9.805924413,Staff
4/2/17 5:15,96,9.805924413,Staff
4/2/17 5:30,96,9.805924413,Staff
4/2/17 5:45,96,9.805924413,Staff
4/2/17 6:00,96,9.805924413,Staff
4/2/17 6:15,96,9.805924413,Staff
4/2/17 6:30,96,9.805924413,Staff
4/2/17 6:45,96,9.805924413,Staff
4/2/17 7:00,96,9.805924413,Staff
4/2/17 7:15,96,9.805924413,Staff
4/2/17 7:30,96,9.805924413,Staff
4/2/17 7:45,96,9.805924413,Staff
4/2/17 8:00,96,9.805924413,Staff
4/2/17 8:15,96,9.805924413,Staff
4/2/17 8:30,96,9.805924413,Staff
4/2/17 8:45,96,9.805924413,Staff
4/2/17 9:00,96,9.805924413,Staff
4/2/17 9:15,96,9.805924413,Staff
4/2/17 9:30,96,9.805924413,Staff
4/2/17 9:45,96,9.805924413,Staff
4/2/17 10:00,97,9.908069459,Staff
4/2/17 10:15,97,9.908069459,Staff
4/2/17 10:30,99,10.11235955,Staff
4/2/17 10:45,99,10.11235955,Staff
4/2/17 11:00,100,10.2145046,Staff
4/2/17 11:15,101,10.31664964,Staff
4/2/17 11:30,99,10.11235955,Staff
4/2/17 11:45,104,10.62308478,Staff
4/2/17 12:00,105,10.72522983,Staff
4/2/17 12:15,105,10.72522983,Staff
4/2/17 12:30,102,10.41879469,Staff
4/2/17 12:45,100,10.2145046,Staff
4/2/17 13:00,100,10.2145046,Staff
4/2/17 13:15,100,10.2145046,Staff
4/2/17 13:30,100,10.2145046,Staff
4/2/17 13:45,98,10.0102145,Staff
4/2/17 14:00,96,9.805924413,Staff
4/2/17 14:15,94,9.601634321,Staff
4/2/17 14:30,93,9.499489275,Staff
4/2/17 14:45,91,9.295199183,Staff
4/2/17 15:00,87,8.886618999,Staff
4/2/17 15:15,87,8.886618999,Staff
4/2/17 15:30,86,8.784473953,Staff
4/2/17 15:45,86,8.784473953,Staff
4/2/17 16:00,87,8.886618999,Staff
4/2/17 16:15,87,8.886618999,Staff
4/2/17 16:30,89,9.090909091,Staff
4/2/17 16:45,90,9.193054137,Staff
4/2/17 17:00,90,9.193054137,Staff
4/2/17 17:15,92,9.397344229,Staff
4/2/17 17:30,92,9.397344229,Staff
4/2/17 17:45,92,9.397344229,Staff
4/2/17 18:00,92,9.397344229,Staff
4/2/17 18:15,93,9.499489275,Staff
4/2/17 18:30,94,9.601634321,Staff
4/2/17 18:45,98,10.0102145,Staff
4/2/17 19:00,99,10.11235955,Staff
4/2/17 19:15,90,9.193054137,Staff
4/2/17 19:30,89,9.090909091,Staff
4/2/17 19:45,83,8.478038815,Staff
4/2/17 20:00,82,8.375893769,Staff
4/2/17 20:15,82,8.375893769,Staff
4/2/17 20:30,84,8.580183861,Staff
4/2/17 20:45,84,8.580183861,Staff
